ItemName,Brand,Category,StockQty,ArrivalDate,ExpiryDate,DaysUntilExpiry,DailySaleAvg,SpoilageChance,SuggestedAction,StoreLocation,IsSpoiled,OnPromotion,TemperatureSensitive,StoreID,Zone,TemperatureSupport,DistanceToNearestStore,AvgDailySaleInNearbyStores
Kurkure Masala,PepsiCo,Snacks,224,24-06-2025,06-07-2025,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_54,,,10.1,3.739505297361616
Chicken Breast 500g,Godrej,Meat,47,19-06-2025,25-06-2025,0.5,10.3,1.0,donate,Delhi,False,Yes,True,Delhi_73,North,True,8.6,9.730065196962492
Mother Dairy Butter 100g,Mother Dairy,Dairy,38,18-06-2025,28-06-2025,0.5,12.7,1.0,donate,Bangalore,True,No,True,Bangalore_55,,,9.2,14.774970045290672
Kurkure Masala,PepsiCo,Snacks,283,12-06-2025,15-06-2025,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_71,,,13.5,11.241776822652499
Chicken Breast 500g,Godrej,Meat,263,19-06-2025,24-06-2025,0.5,14.3,1.0,donate,Delhi,True,Yes,True,Delhi_74,North,True,8.8,15.950129015630123
White Bread,Harvest Gold,Bakery,261,25-06-2025,04-07-2025,6.0,20.0,0.43,none,Bangalore,False,No,False,Bangalore_56,,,7.4,22.393386012837038
Bingo Mad Angles,ITC,Snacks,289,27-06-2025,07-07-2025,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_85,,,4.0,14.443160940418446
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_75,North,True,14.4,19.765669316847998
Lays Chips 100g,PepsiCo,Snacks,232,23-06-2025,03-07-2025,5.0,9.7,0.96,donate,Kanpur,False,No,False,Kanpur_86,,,10.8,10.536581554965286
Spinach Bunch,Local Farmer,Produce,253,12-06-2025,15-06-2025,0.5,12.6,1.0,donate,Kanpur,True,Yes,True,Kanpur_87,,,3.8,12.698578489971064
Brown Bun Pack,Harvest Gold,Bakery,222,18-06-2025,22-06-2025,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_33,West,False,12.7,27.673166033037933
Spinach Bunch,Local Farmer,Produce,115,16-06-2025,23-06-2025,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_88,,,13.7,20.165572809954742
Brown Bun Pack,Harvest Gold,Bakery,42,14-06-2025,17-06-2025,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_89,,,3.3,20.15606764234592
Multigrain Cookies,Sunfeast,Bakery,224,18-06-2025,29-06-2025,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_90,,,3.8,10.797208222647493
Bingo Mad Angles,ITC,Snacks,92,20-06-2025,28-06-2025,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_72,,,9.8,11.495096219675741
Spinach Bunch,Local Farmer,Produce,115,16-06-2025,23-06-2025,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_91,,,13.6,19.462911382423467
Mother Dairy Butter 100g,Mother Dairy,Dairy,220,19-06-2025,23-06-2025,0.5,13.7,1.0,donate,Kanpur,False,No,True,Kanpur_92,,,10.9,12.199073404627992
Banana 6pcs,Local Farmer,Produce,154,14-06-2025,21-06-2025,0.5,5.6,1.0,donate,Mumbai,True,Yes,True,Mumbai_34,West,False,9.6,5.505978646556903
Brown Bun Pack,Harvest Gold,Bakery,39,19-06-2025,30-06-2025,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_73,,,11.9,8.731847990864736
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_57,,,3.8,10.042931704321077
Amul Milk 500ml,Amul,Dairy,12,26-06-2025,30-06-2025,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_74,,,4.7,4.626973509872407
White Bread,Harvest Gold,Bakery,162,26-06-2025,02-07-2025,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_58,,,3.6,12.975287969198172
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_76,North,True,12.4,17.914487859743474
Brown Bun Pack,Harvest Gold,Bakery,247,25-06-2025,03-07-2025,5.0,10.0,0.99,donate,Chennai,False,No,False,Chennai_75,,,2.0,9.817111047417635
Spinach Bunch,Local Farmer,Produce,115,16-06-2025,23-06-2025,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_93,,,11.4,24.11003359332278
Spinach Bunch,Local Farmer,Produce,253,12-06-2025,15-06-2025,0.5,12.6,1.0,donate,Kanpur,True,Yes,True,Kanpur_94,,,4.7,11.027608593902045
Nestlé Yogurt 150g,Nestlé,Dairy,201,23-06-2025,26-06-2025,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_35,West,False,8.6,21.3944949692761
Fish Fillet 300g,FreshCatch,Meat,228,23-06-2025,27-06-2025,0.5,20.6,1.0,donate,Bangalore,True,No,True,Bangalore_59,,,13.0,23.670415065118046
Lays Chips 100g,PepsiCo,Snacks,116,14-06-2025,22-06-2025,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_95,,,5.7,6.134536125197542
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_77,North,True,3.9,5.707045758416684
Lays Chips 100g,PepsiCo,Snacks,116,14-06-2025,22-06-2025,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_96,,,2.4,7.091181372420424
Brown Bun Pack,Harvest Gold,Bakery,32,24-06-2025,27-06-2025,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_78,North,True,7.7,17.948713865793838
Brown Bun Pack,Harvest Gold,Bakery,42,14-06-2025,17-06-2025,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_97,,,12.9,27.902147499500995
Mutton Mince 250g,Godrej,Meat,295,26-06-2025,03-07-2025,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_60,,,11.9,28.122298979017923
Chicken Breast 500g,Godrej,Meat,100,26-06-2025,05-07-2025,7.0,2.8,1.0,donate,Kanpur,True,Yes,True,Kanpur_98,,,5.0,2.6734094421410095
Fish Fillet 300g,FreshCatch,Meat,40,21-06-2025,25-06-2025,0.5,12.5,1.0,donate,Chennai,True,Yes,True,Chennai_76,,,7.6,10.085701996920863
Fish Fillet 300g,FreshCatch,Meat,37,15-06-2025,18-06-2025,0.5,4.2,1.0,donate,Mumbai,True,Yes,True,Mumbai_36,West,False,5.9,3.9562315252292803
Fish Fillet 300g,FreshCatch,Meat,228,23-06-2025,27-06-2025,0.5,20.6,1.0,donate,Bangalore,True,No,True,Bangalore_61,,,11.9,20.902399402311715
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_79,North,True,5.6,18.667704932770867
Spinach Bunch,Local Farmer,Produce,115,16-06-2025,23-06-2025,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_99,,,10.2,22.531991263279153
Chicken Breast 500g,Godrej,Meat,47,19-06-2025,25-06-2025,0.5,10.3,1.0,donate,Delhi,False,Yes,True,Delhi_80,North,True,13.5,11.965990175029
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_81,North,True,4.7,19.37254866401526
Chicken Breast 500g,Godrej,Meat,47,19-06-2025,25-06-2025,0.5,10.3,1.0,donate,Delhi,False,Yes,True,Delhi_82,North,True,8.9,10.95564777619931
Multigrain Cookies,Sunfeast,Bakery,60,25-06-2025,30-06-2025,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_100,,,9.9,10.770168252292232
Nestlé Yogurt 150g,Nestlé,Dairy,267,13-06-2025,16-06-2025,0.5,21.8,1.0,donate,Bangalore,False,No,True,Bangalore_62,,,3.4,22.71143828859967
Lays Chips 100g,PepsiCo,Snacks,165,21-06-2025,24-06-2025,0.5,13.4,1.0,donate,Chennai,True,Yes,False,Chennai_77,,,5.1,15.882960365965214
Nestlé Yogurt 150g,Nestlé,Dairy,267,13-06-2025,16-06-2025,0.5,21.8,1.0,donate,Bangalore,False,No,True,Bangalore_63,,,4.0,18.1943594540982
Multigrain Cookies,Sunfeast,Bakery,224,18-06-2025,29-06-2025,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_101,,,14.1,7.972352958330712
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_83,North,True,4.4,25.30248462655541
Spinach Bunch,Local Farmer,Produce,253,12-06-2025,15-06-2025,0.5,12.6,1.0,donate,Kanpur,True,Yes,True,Kanpur_102,,,8.4,10.883757491802358
White Bread,Harvest Gold,Bakery,162,26-06-2025,02-07-2025,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_64,,,5.0,16.59424312273914
Chicken Breast 500g,Godrej,Meat,100,26-06-2025,05-07-2025,7.0,2.8,1.0,donate,Kanpur,True,Yes,True,Kanpur_103,,,11.9,3.2523022718377335
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_84,North,True,7.6,5.147934427138068
Tomato 1kg,Local Farmer,Produce,204,18-06-2025,21-06-2025,0.5,9.7,1.0,donate,Kanpur,False,Yes,True,Kanpur_104,,,7.6,11.469523926826046
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_85,North,True,4.0,5.119796129137923
Kurkure Masala,PepsiCo,Snacks,59,20-06-2025,23-06-2025,0.5,12.2,1.0,donate,Chennai,True,Yes,False,Chennai_78,,,12.5,11.074195210657054
Mutton Mince 250g,Godrej,Meat,265,15-06-2025,19-06-2025,0.5,1.7,1.0,donate,Delhi,True,Yes,True,Delhi_86,North,True,4.6,1.8087876818347906
Spinach Bunch,Local Farmer,Produce,115,16-06-2025,23-06-2025,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_105,,,7.1,19.39432382381348
Fish Fillet 300g,FreshCatch,Meat,228,23-06-2025,27-06-2025,0.5,20.6,1.0,donate,Bangalore,True,No,True,Bangalore_65,,,14.5,17.317146653456742
Mutton Mince 250g,Godrej,Meat,295,26-06-2025,03-07-2025,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_66,,,4.4,23.638840789946077
Lays Chips 100g,PepsiCo,Snacks,232,23-06-2025,03-07-2025,5.0,9.7,0.96,donate,Kanpur,False,No,False,Kanpur_106,,,7.6,8.467968221326093
Nestlé Yogurt 150g,Nestlé,Dairy,201,23-06-2025,26-06-2025,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_37,West,False,4.8,17.6546739557074
Spinach Bunch,Local Farmer,Produce,145,15-06-2025,22-06-2025,0.5,15.8,1.0,donate,Kanpur,True,No,True,Kanpur_107,,,3.5,18.392930241972405
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_87,North,True,5.0,4.696634253197571
Spinach Bunch,Local Farmer,Produce,115,16-06-2025,23-06-2025,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_108,,,7.9,20.406365566281718
Mother Dairy Butter 100g,Mother Dairy,Dairy,220,19-06-2025,23-06-2025,0.5,13.7,1.0,donate,Kanpur,False,No,True,Kanpur_109,,,10.3,13.518353305956584
Bingo Mad Angles,ITC,Snacks,63,25-06-2025,02-07-2025,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_38,West,False,12.9,15.617590881451887
Bingo Mad Angles,ITC,Snacks,63,25-06-2025,02-07-2025,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_39,West,False,11.5,16.620783701064234
Lays Chips 100g,PepsiCo,Snacks,165,21-06-2025,24-06-2025,0.5,13.4,1.0,donate,Chennai,True,Yes,False,Chennai_79,,,14.3,13.751274912742021
White Bread,Harvest Gold,Bakery,261,25-06-2025,04-07-2025,6.0,20.0,0.43,none,Bangalore,False,No,False,Bangalore_67,,,13.0,17.038609525328575
Fish Fillet 300g,FreshCatch,Meat,40,21-06-2025,25-06-2025,0.5,12.5,1.0,donate,Chennai,True,Yes,True,Chennai_80,,,11.0,10.05024697580687
Fish Fillet 300g,FreshCatch,Meat,40,21-06-2025,25-06-2025,0.5,12.5,1.0,donate,Chennai,True,Yes,True,Chennai_81,,,12.0,13.874301371572601
Nestlé Yogurt 150g,Nestlé,Dairy,217,16-06-2025,24-06-2025,0.5,2.8,1.0,donate,Delhi,False,No,True,Delhi_88,North,True,8.1,2.300268637304102
Mutton Mince 250g,Godrej,Meat,295,26-06-2025,03-07-2025,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_68,,,5.2,23.33539214056197
Mutton Mince 250g,Godrej,Meat,96,19-06-2025,01-07-2025,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_89,North,True,3.6,22.999188604050147
Mutton Mince 250g,Godrej,Meat,96,19-06-2025,01-07-2025,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_90,North,True,10.7,18.107754637333585
Fish Fillet 300g,FreshCatch,Meat,206,18-06-2025,29-06-2025,1.0,17.1,1.0,donate,Bangalore,True,No,True,Bangalore_69,,,2.7,16.089499509280625
Mutton Mince 250g,Godrej,Meat,265,15-06-2025,19-06-2025,0.5,1.7,1.0,donate,Delhi,True,Yes,True,Delhi_91,North,True,11.4,2.0139481084436333
White Bread,Harvest Gold,Bakery,261,25-06-2025,04-07-2025,6.0,20.0,0.43,none,Bangalore,False,No,False,Bangalore_70,,,13.7,21.93787663666374
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_92,North,True,2.3,5.41810370590031
Kurkure Masala,PepsiCo,Snacks,224,24-06-2025,06-07-2025,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_71,,,5.7,2.9827240250238485
Bingo Mad Angles,ITC,Snacks,26,15-06-2025,24-06-2025,0.5,13.7,0.76,discount,Kanpur,False,No,False,Kanpur_110,,,13.8,11.89711289955298
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_93,North,True,8.3,4.739313385114578
Banana 6pcs,Local Farmer,Produce,154,14-06-2025,21-06-2025,0.5,5.6,1.0,donate,Mumbai,True,Yes,True,Mumbai_40,West,False,11.6,5.873471608229895
Spinach Bunch,Local Farmer,Produce,115,16-06-2025,23-06-2025,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_111,,,11.1,22.363598781649706
Brown Bun Pack,Harvest Gold,Bakery,247,25-06-2025,03-07-2025,5.0,10.0,0.99,donate,Chennai,False,No,False,Chennai_82,,,11.5,11.454159129912185
Tomato 1kg,Local Farmer,Produce,204,18-06-2025,21-06-2025,0.5,9.7,1.0,donate,Kanpur,False,Yes,True,Kanpur_112,,,4.8,9.28850360078035
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_94,North,True,5.0,17.786175045570573
Brown Bun Pack,Harvest Gold,Bakery,42,14-06-2025,17-06-2025,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_113,,,6.4,26.869915008196084
Spinach Bunch,Local Farmer,Produce,145,15-06-2025,22-06-2025,0.5,15.8,1.0,donate,Kanpur,True,No,True,Kanpur_114,,,6.2,17.663302642363565
Amul Milk 500ml,Amul,Dairy,11,16-06-2025,28-06-2025,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_83,,,3.5,11.839120231305175
Kurkure Masala,PepsiCo,Snacks,224,24-06-2025,06-07-2025,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_72,,,14.1,3.8041754957362266
White Bread,Harvest Gold,Bakery,261,25-06-2025,04-07-2025,6.0,20.0,0.43,none,Bangalore,False,No,False,Bangalore_73,,,9.2,21.328680734084564
Multigrain Cookies,Sunfeast,Bakery,60,25-06-2025,30-06-2025,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_115,,,6.1,10.501131687735436
Lays Chips 100g,PepsiCo,Snacks,165,21-06-2025,24-06-2025,0.5,13.4,1.0,donate,Chennai,True,Yes,False,Chennai_84,,,11.5,13.76848084643357
Nestlé Yogurt 150g,Nestlé,Dairy,262,16-06-2025,20-06-2025,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_95,North,True,3.0,1.9213949604276381
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_96,North,True,9.2,21.337503123645256
White Bread,Harvest Gold,Bakery,162,26-06-2025,02-07-2025,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_74,,,5.7,16.116253557101818
Brown Bun Pack,Harvest Gold,Bakery,39,19-06-2025,30-06-2025,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_85,,,4.9,12.24402042875302
Lays Chips 100g,PepsiCo,Snacks,116,14-06-2025,22-06-2025,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_116,,,5.0,5.652635685503178
Multigrain Cookies,Sunfeast,Bakery,60,25-06-2025,30-06-2025,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_117,,,9.9,10.135195292690074
Brown Bun Pack,Harvest Gold,Bakery,42,14-06-2025,17-06-2025,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_118,,,5.9,20.717172452933138
Lays Chips 100g,PepsiCo,Snacks,165,21-06-2025,24-06-2025,0.5,13.4,1.0,donate,Chennai,True,Yes,False,Chennai_86,,,7.5,15.922376598581147
Chicken Breast 500g,Godrej,Meat,263,19-06-2025,24-06-2025,0.5,14.3,1.0,donate,Delhi,True,Yes,True,Delhi_97,North,True,3.4,13.613452497916553
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_98,North,True,3.0,25.841357221061926
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_99,North,True,5.0,5.116066595573322
Mutton Mince 250g,Godrej,Meat,265,15-06-2025,19-06-2025,0.5,1.7,1.0,donate,Delhi,True,Yes,True,Delhi_100,North,True,12.7,1.5154031148548326
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_75,,,7.9,8.529438371873344
Kurkure Masala,PepsiCo,Snacks,283,12-06-2025,15-06-2025,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_87,,,12.6,14.85469028492091
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_101,North,True,5.2,5.641237402868888
Nestlé Yogurt 150g,Nestlé,Dairy,201,23-06-2025,26-06-2025,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_41,West,False,9.7,23.757265752428914
Nestlé Yogurt 150g,Nestlé,Dairy,267,13-06-2025,16-06-2025,0.5,21.8,1.0,donate,Bangalore,False,No,True,Bangalore_76,,,12.0,26.018518169682004
Chicken Breast 500g,Godrej,Meat,47,19-06-2025,25-06-2025,0.5,10.3,1.0,donate,Delhi,False,Yes,True,Delhi_102,North,True,14.0,12.006698724759405
Bingo Mad Angles,ITC,Snacks,289,27-06-2025,07-07-2025,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_119,,,8.9,12.905509886974516
Chicken Breast 500g,Godrej,Meat,263,19-06-2025,24-06-2025,0.5,14.3,1.0,donate,Delhi,True,Yes,True,Delhi_103,North,True,6.3,14.034222669382597
Nestlé Yogurt 150g,Nestlé,Dairy,201,23-06-2025,26-06-2025,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_42,West,False,6.2,17.033001997425085
Fish Fillet 300g,FreshCatch,Meat,37,15-06-2025,18-06-2025,0.5,4.2,1.0,donate,Mumbai,True,Yes,True,Mumbai_43,West,False,3.0,3.871756136815013
Lays Chips 100g,PepsiCo,Snacks,165,21-06-2025,24-06-2025,0.5,13.4,1.0,donate,Chennai,True,Yes,False,Chennai_88,,,5.2,13.163816451169293
Lays Chips 100g,PepsiCo,Snacks,116,14-06-2025,22-06-2025,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_120,,,6.2,8.249257448728095
Mother Dairy Butter 100g,Mother Dairy,Dairy,38,18-06-2025,28-06-2025,0.5,12.7,1.0,donate,Bangalore,True,No,True,Bangalore_77,,,14.1,13.261310482428733
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_78,,,13.9,8.062770302050492
Bingo Mad Angles,ITC,Snacks,26,15-06-2025,24-06-2025,0.5,13.7,0.76,discount,Kanpur,False,No,False,Kanpur_121,,,14.0,12.634150803196174
Bingo Mad Angles,ITC,Snacks,63,25-06-2025,02-07-2025,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_44,West,False,10.7,13.963864174267437
Kurkure Masala,PepsiCo,Snacks,283,12-06-2025,15-06-2025,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_89,,,13.8,14.835714342006728
Multigrain Cookies,Sunfeast,Bakery,224,18-06-2025,29-06-2025,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_122,,,8.5,9.741409861587668
Mutton Mince 250g,Godrej,Meat,96,19-06-2025,01-07-2025,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_104,North,True,5.0,22.102430261559494
Bingo Mad Angles,ITC,Snacks,289,27-06-2025,07-07-2025,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_123,,,8.8,15.078476566225554
Multigrain Cookies,Sunfeast,Bakery,224,18-06-2025,29-06-2025,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_124,,,11.2,9.91352706161199
Brown Bun Pack,Harvest Gold,Bakery,222,18-06-2025,22-06-2025,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_45,West,False,6.5,27.199579812994195
Spinach Bunch,Local Farmer,Produce,145,15-06-2025,22-06-2025,0.5,15.8,1.0,donate,Kanpur,True,No,True,Kanpur_125,,,7.7,17.141262433427496
Fish Fillet 300g,FreshCatch,Meat,37,15-06-2025,18-06-2025,0.5,4.2,1.0,donate,Mumbai,True,Yes,True,Mumbai_46,West,False,4.9,3.557497985863892
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_105,North,True,9.9,4.326110545700052
Amul Milk 500ml,Amul,Dairy,12,26-06-2025,30-06-2025,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_90,,,2.3,4.26058741781639
Mutton Mince 250g,Godrej,Meat,271,22-06-2025,04-07-2025,6.0,8.9,1.0,donate,Delhi,False,No,True,Delhi_106,North,True,11.2,7.479835536289964
Spinach Bunch,Local Farmer,Produce,115,16-06-2025,23-06-2025,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_126,,,9.4,22.23261251994117
Kurkure Masala,PepsiCo,Snacks,148,12-06-2025,19-06-2025,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_107,North,True,8.6,0.6175419389685596
Multigrain Cookies,Sunfeast,Bakery,60,25-06-2025,30-06-2025,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_127,,,10.1,11.095432132326478
Bingo Mad Angles,ITC,Snacks,289,27-06-2025,07-07-2025,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_128,,,12.4,15.76223841267872
Brown Bun Pack,Harvest Gold,Bakery,222,18-06-2025,22-06-2025,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_47,West,False,6.5,24.358722802864985
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_108,North,True,5.4,18.458554742334247
Mother Dairy Butter 100g,Mother Dairy,Dairy,38,18-06-2025,28-06-2025,0.5,12.7,1.0,donate,Bangalore,True,No,True,Bangalore_79,,,6.0,10.90341112051324
Chicken Breast 500g,Godrej,Meat,47,19-06-2025,25-06-2025,0.5,10.3,1.0,donate,Delhi,False,Yes,True,Delhi_109,North,True,13.0,9.483156511383934
Lays Chips 100g,PepsiCo,Snacks,116,14-06-2025,22-06-2025,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_129,,,7.9,6.038922101754295
Lays Chips 100g,PepsiCo,Snacks,144,14-06-2025,24-06-2025,0.5,13.6,1.0,donate,Chennai,True,No,False,Chennai_91,,,6.3,11.770174768884555
Lays Chips 100g,PepsiCo,Snacks,232,23-06-2025,03-07-2025,5.0,9.7,0.96,donate,Kanpur,False,No,False,Kanpur_130,,,7.0,10.731116597299893
Chicken Breast 500g,Godrej,Meat,100,26-06-2025,05-07-2025,7.0,2.8,1.0,donate,Kanpur,True,Yes,True,Kanpur_131,,,11.7,2.620940803573796
Nestlé Yogurt 150g,Nestlé,Dairy,217,16-06-2025,24-06-2025,0.5,2.8,1.0,donate,Delhi,False,No,True,Delhi_110,North,True,8.8,3.2858773544263955
Fish Fillet 300g,FreshCatch,Meat,228,23-06-2025,27-06-2025,0.5,20.6,1.0,donate,Bangalore,True,No,True,Bangalore_80,,,13.2,22.43332510184643
Bingo Mad Angles,ITC,Snacks,92,20-06-2025,28-06-2025,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_92,,,2.7,14.2319456944845
Mutton Mince 250g,Godrej,Meat,295,26-06-2025,03-07-2025,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_81,,,14.2,23.917429437323154
Lays Chips 100g,PepsiCo,Snacks,165,21-06-2025,24-06-2025,0.5,13.4,1.0,donate,Chennai,True,Yes,False,Chennai_93,,,3.9,12.147626584893615
Spinach Bunch,Local Farmer,Produce,253,12-06-2025,15-06-2025,0.5,12.6,1.0,donate,Kanpur,True,Yes,True,Kanpur_132,,,5.6,10.207279040927482
Kurkure Masala,PepsiCo,Snacks,59,20-06-2025,23-06-2025,0.5,12.2,1.0,donate,Chennai,True,Yes,False,Chennai_94,,,6.5,10.02413099232051
Mother Dairy Butter 100g,Mother Dairy,Dairy,220,19-06-2025,23-06-2025,0.5,13.7,1.0,donate,Kanpur,False,No,True,Kanpur_133,,,14.7,13.551284138043174
Kurkure Masala,PepsiCo,Snacks,283,12-06-2025,15-06-2025,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_95,,,8.2,13.217883524381653
Brown Bun Pack,Harvest Gold,Bakery,90,26-06-2025,08-07-2025,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_96,,,11.5,25.281463532369653
Kurkure Masala,PepsiCo,Snacks,224,24-06-2025,06-07-2025,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_82,,,3.1,4.122240895756639
Fish Fillet 300g,FreshCatch,Meat,206,18-06-2025,29-06-2025,1.0,17.1,1.0,donate,Bangalore,True,No,True,Bangalore_83,,,10.8,16.85225458122838
Multigrain Cookies,Sunfeast,Bakery,224,18-06-2025,29-06-2025,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_134,,,7.6,8.20189107263788
